일자,기온(°C),습도(%rh),체감온도(°C)
1994-12-21,1.7,15.1,-2.3
1994-12-22,1.9,32.4,-4.2
1994-12-23,2.4,33.1,-3.6
1994-12-24,7.2,14.4,4.5
1994-12-25,7.4,19.1,4.2
1994-12-26,6.7,25.9,2.6
1994-12-27,5.2,43.2,-0.7
1994-12-28,3.4,27.7,-1.8
1994-12-29,2.6,29.5,-3
1994-12-30,3.6,6.5,1.9
1994-12-31,1.6,35.3,-4.9
1995-01-01,0.9,42.1,-6.4
1995-01-02,1.9,19.1,-2.7
1995-01-03,3.5,19.1,-0.7
1995-01-04,1.5,18.7,-3.2
1995-01-05,-0.2,14.4,-4.5
1995-01-06,-1.8,21.6,-7.8
1995-01-07,1.1,19.8,-3.8
1995-01-08,5.6,18,2.1
1995-01-09,1.1,16.9,-3.4
1995-01-10,-0.8,26.3,-7.1
1995-01-11,-4.2,7.9,-7.6
1995-01-12,-2.3,9.7,-6
1995-01-13,-2,22.3,-8.1
1995-01-14,-5.2,10.8,-9.8
1995-01-15,-2,15.1,-6.9
1995-01-16,-0.4,12.6,-4.4
1995-01-17,-0.2,22.3,-5.8
1995-01-18,-0.1,18,-5.1
1995-01-19,-0.8,28.8,-7.4
1995-01-20,0.1,18,-4.8
1995-01-21,4.1,6.1,2.7
1995-01-22,5.9,18,2.4
1995-01-23,1.2,20.9,-3.9
1995-01-24,-1,22.7,-6.9
1995-01-25,-2.7,20.5,-8.7
1995-01-26,-0.2,19.1,-5.4
1995-01-27,-4,36,-12.4
1995-01-28,-2.2,26.3,-8.9
1995-01-29,-2.4,18,-7.9
1995-01-30,-5.9,11.5,-10.8
1995-01-31,-3.8,20.5,-10.1
1995-02-01,-4,29.9,-11.7
1995-02-02,1,20.5,-4.1
1995-02-03,1.8,10.1,-1.2
1995-02-04,1.1,27.7,-4.8
1995-02-05,-2.2,24.1,-8.6
1995-02-06,-1.7,15.5,-6.6
1995-02-07,1.1,18,-3.6
1995-02-08,4.2,16.9,0.5
1995-02-09,5.1,19.1,1.3
1995-02-10,3.3,16.2,-0.5
1995-02-11,3.8,3.6,3.4
1995-02-12,5.6,29.9,0.8
1995-02-13,4.6,32.4,-0.7
1995-02-14,0.6,18,-4.2
1995-02-15,0.6,27.7,-5.4
1995-02-16,-0.1,20.5,-5.4
1995-02-17,-1.5,9.7,-5
1995-02-18,6,16.9,2.7
1995-02-19,5.6,19.1,1.9
1995-02-20,3.9,11.9,0.9
1995-02-21,1.3,16.9,-3.1
1995-02-22,3.1,13.3,-0.3
1995-02-23,3.7,14.4,0.2
1995-02-24,6,15.5,2.9
1995-02-25,5.9,12.6,3.2
1995-02-26,4,29.9,-1.2
1995-02-27,0.9,22.7,-4.5
1995-02-28,2.1,33.5,-4.1
1995-03-01,1.4,34.9,-5.1
1995-03-02,3.8,13.7,0.5
1995-03-03,3,28.8,-2.4
1995-03-04,0.5,20.5,-4.7
1995-03-05,-0.8,11.5,-4.7
1995-03-06,4.8,16.9,1.2
1995-03-07,7,14.4,4.3
1995-03-08,9.3,14.4,7.1
1995-03-09,9.1,29.9,5.4
1995-03-10,5.8,25.2,1.5
1995-03-11,5.9,37.8,0.6
1995-03-12,5.5,25.2,1.1
1995-03-13,5,25.2,0.5
1995-03-14,6.2,12.6,3.6
1995-03-15,6.2,4.7,5.6
1995-03-16,,,
1995-03-17,2.3,10.8,-0.8
1995-03-18,0.7,47.9,-7
1995-03-19,3.1,24.1,-1.8
1995-03-20,7,15.5,4.1
1995-03-21,,,
1995-03-22,,,
1995-03-23,9.8,18,7.3
1995-03-24,8.2,28.8,4.3
1995-03-25,5.9,27.7,1.4
1995-03-26,3.9,16.9,0.1
1995-03-27,6.6,19.8,3.1
1995-03-28,4.5,14.4,1.2
1995-03-29,7.6,11.9,5.4
1995-03-30,8.8,13.3,6.7
1995-03-31,5.8,21.6,1.9
1995-04-01,3.8,11.9,0.8
1995-04-02,4.8,14.4,1.6
1995-04-03,3.2,21.6,-1.4
1995-04-04,4.9,13.7,1.8
1995-04-05,8.7,15.5,6.2
1995-04-06,,,
1995-04-07,9.3,10.8,7.7
1995-04-08,,,
1995-04-09,,,
1995-04-10,6.6,8.3,4.9
1995-04-11,9.4,40.7,5.1
1995-04-12,7,35.3,2.3
1995-04-13,9.5,17.3,7
1995-04-14,9.6,15.1,7.4
1995-04-15,9,16.9,6.4
1995-04-16,8.7,15.1,6.3
1995-04-17,,,
1995-04-18,,,
1995-04-19,,,
1995-04-20,9.1,2.5,9.8
1995-04-21,,,
1995-04-22,,,
1995-04-23,,,
1995-04-24,,,
1995-04-25,,,
1995-04-26,10,19.8,7.4
1995-04-27,,,
1995-04-28,,,
1995-04-29,,,
1995-04-30,,,
1995-05-01,16.5,96,19.8
1995-05-02,20.2,71,22
1995-05-03,22.7,51,23
1995-05-04,16.5,31,15.6
1995-05-05,18.5,49,18.8
1995-05-06,19.5,50,19.8
1995-05-07,19.8,60,20.8
1995-05-08,20.2,65,21.5
1995-05-09,22.2,72,24.1
1995-05-10,21.5,78,23.8
1995-05-11,17.3,35,16.7
1995-05-12,19.7,36,18.9
1995-05-13,14.9,70,16.6
1995-05-14,15.3,85,17.9
1995-05-15,15,83,17.5
1995-05-16,17.7,76,19.8
1995-05-17,22.1,65,23.5
1995-05-18,24.4,35,23.2
1995-05-19,23,50,23.2
1995-05-20,17.3,97,20.7
1995-05-21,20.1,64,21.4
1995-05-22,19.8,66,21.2
1995-05-23,23,55,23.6
1995-05-24,23.9,61,25
1995-05-25,19.1,90,22.1
1995-05-26,23.5,57,24.2
1995-05-27,24.6,29,22.8
1995-05-28,20.3,38,19.7
1995-05-29,20.5,74,22.5
1995-05-30,22.5,67,24
1995-05-31,26.7,31,25
1995-06-01,25.2,38,24.3
1995-06-02,25.1,50,25.3
1995-06-03,20.2,97,23.7
1995-06-04,19.8,86,22.6
1995-06-05,24,59,24.9
1995-06-06,23.7,68,25.3
1995-06-07,21.2,69,22.9
1995-06-08,21.9,69,23.5
1995-06-09,21.4,69,23.1
1995-06-10,23.7,62,24.8
1995-06-11,21.8,64,23.1
1995-06-12,18.5,80,20.9
1995-06-13,21.4,64,22.7
1995-06-14,21,68,22.6
1995-06-15,22.8,70,24.5
1995-06-16,24.3,69,25.9
1995-06-17,21.5,82,24
1995-06-18,19.5,87,22.3
1995-06-19,25.4,68,27
1995-06-20,27.4,52,27.7
1995-06-21,23,70,24.7
1995-06-22,22.3,61,23.4
1995-06-23,23,68,24.6
1995-06-24,26.2,71,28
1995-06-25,25.1,77,27.3
1995-06-26,25.5,75,27.6
1995-06-27,23.7,79,26
1995-06-28,25.3,66,26.7
1995-06-29,26.5,66,27.9
1995-06-30,23.4,89,26.5
1995-07-01,24.2,90,27.3
1995-07-02,22.2,98,25.8
1995-07-03,24.9,81,27.5
1995-07-04,23,92,26.3
1995-07-05,22.2,83,24.8
1995-07-06,24.6,75,26.7
1995-07-07,21.7,98,25.3
1995-07-08,26.4,88,29.5
1995-07-09,27.2,81,29.8
1995-07-10,25.2,95,28.8
1995-07-11,27.8,85,30.7
1995-07-12,27,89,30.2
1995-07-13,28.6,78,31
1995-07-14,29.1,75,31.3
1995-07-15,26.7,88,29.8
1995-07-16,26.9,88,30
1995-07-17,24,75,26.1
1995-07-18,23.2,68,24.8
1995-07-19,25.1,94,28.5
1995-07-20,28.9,68,30.5
1995-07-21,25.4,92,28.8
1995-07-22,27,82,29.6
1995-07-23,25,86,27.9
1995-07-24,24.8,91,28
1995-07-25,27.1,85,30
1995-07-26,28.6,79,31.1
1995-07-27,28.8,66,30.3
1995-07-28,31.9,55,32.4
1995-07-29,28.8,68,30.4
1995-07-30,30,73,32.1
1995-07-31,30.4,75,32.6
1995-08-01,30.8,74,32.9
1995-08-02,31.1,72,33.1
1995-08-03,31.6,66,33.1
1995-08-04,31.7,63,32.9
1995-08-05,31.6,63,32.8
1995-08-06,30.2,76,32.5
1995-08-07,31.6,61,32.6
1995-08-08,31.3,68,32.9
1995-08-09,31,68,32.6
1995-08-10,30.4,64,31.7
1995-08-11,31,52,31.2
1995-08-12,30.1,70,31.9
1995-08-13,31.3,62,32.4
1995-08-14,30.3,73,32.3
1995-08-15,30,62,31.1
1995-08-16,31.3,56,31.9
1995-08-17,31.3,70,33.1
1995-08-18,32.2,65,33.6
1995-08-19,31.4,68,33.1
1995-08-20,26.3,92,29.7
1995-08-21,25.6,92,29
1995-08-22,30.2,67,31.7
1995-08-23,30,78,32.4
1995-08-24,30.8,76,33.1
1995-08-25,28.2,88,31.4
1995-08-26,28.1,86,31.1
1995-08-27,30,64,31.3
1995-08-28,28.3,71,30.2
1995-08-29,30,67,31.5
1995-08-30,26.2,92,29.6
1995-08-31,29.8,72,31.7
1995-09-01,27.8,59,28.7
1995-09-02,26.7,82,29.3
1995-09-03,28.4,71,30.3
1995-09-04,28.4,47,28.2
1995-09-05,27.2,64,28.5
1995-09-06,25.8,71,27.6
1995-09-07,26,82,28.6
1995-09-08,20.2,93,23.4
1995-09-09,26.6,60,27.5
1995-09-10,27,59,27.8
1995-09-11,23,46,22.9
1995-09-12,24,46,23.8
1995-09-13,19.7,63,20.9
1995-09-14,24.1,52,24.4
1995-09-15,25.5,56,26.2
1995-09-16,24.9,56,25.5
1995-09-17,22.3,49,22.4
1995-09-18,23.2,45,23
1995-09-19,23.7,47,23.6
1995-09-20,22.4,57,23.2
1995-09-21,24.4,53,24.8
1995-09-22,21.7,75,23.7
1995-09-23,21.1,95,24.5
1995-09-24,27,62,28.1
1995-09-25,25.3,63,26.5
1995-09-26,24.7,52,25
1995-09-27,23.7,36,22.7
1995-09-28,23.1,41,22.6
1995-09-29,22.8,60,23.8
1995-09-30,23.3,65,24.7
1995-10-01,,,
1995-10-02,,,
1995-10-03,,,
1995-10-04,,,
1995-10-05,,,
1995-10-06,,,
1995-10-07,,,
1995-10-08,,,
1995-10-09,,,
1995-10-10,,,
1995-10-11,,,
1995-10-12,,,
1995-10-13,,,
1995-10-14,,,
1995-10-15,,,
1995-10-16,,,
1995-10-17,,,
1995-10-18,,,
1995-10-19,,,
1995-10-20,,,
1995-10-21,,,
1995-10-22,,,
1995-10-23,,,
1995-10-24,,,
1995-10-25,,,
1995-10-26,,,
1995-10-27,,,
1995-10-28,,,
1995-10-29,,,
1995-10-30,,,
1995-10-31,9.6,22.7,6.6
1995-11-01,6.1,19.1,2.6
1995-11-02,3.9,11.5,1
1995-11-03,9.7,21.6,6.8
1995-11-04,,,
1995-11-05,,,
1995-11-06,,,
1995-11-07,5.8,24.1,1.6
1995-11-08,3.3,22.3,-1.4
1995-11-09,3.7,29.5,-1.6
1995-11-10,7.9,14.4,5.4
1995-11-11,5.7,15.5,2.5
1995-11-12,8.8,13.3,6.7
1995-11-13,,,
1995-11-14,6.1,22.7,2.2
1995-11-15,3.5,11.9,0.5
1995-11-16,8,24.5,4.4
1995-11-17,8.5,4.7,8.2
1995-11-18,,,
1995-11-19,,,
1995-11-20,6.6,36,1.7
1995-11-21,3.9,52.9,-3
1995-11-22,4.6,21.6,0.4
1995-11-23,2.7,19.1,-1.7
1995-11-24,1.7,25.9,-3.8
1995-11-25,4.1,11.5,1.3
1995-11-26,6.4,15.1,3.5
1995-11-27,4.1,16.9,0.3
1995-11-28,4.7,9,2.5
1995-11-29,4,6.1,2.5
1995-11-30,5.6,14.4,2.6
1995-12-01,3.7,19.1,-0.5
1995-12-02,3.3,36.7,-2.7
1995-12-03,3.8,19.8,-0.4
1995-12-04,1,8.3,-1.7
1995-12-05,-0.4,22.7,-6.1
1995-12-06,-2.5,13.3,-7.1
1995-12-07,-0.5,40.7,-8.1
1995-12-08,0.2,11.9,-3.5
1995-12-09,2.9,17.3,-1.2
1995-12-10,5.3,15.1,2.1
1995-12-11,4,20.5,-0.3
1995-12-12,6.4,16.2,3.3
1995-12-13,5.8,28.8,1.2
1995-12-14,5.8,34.9,0.7
1995-12-15,4.2,20.9,-0.1
1995-12-16,1.5,9.7,-1.4
1995-12-17,1.5,37.1,-5.2
1995-12-18,0.6,11.9,-3.1
1995-12-19,2.2,27,-3.3
1995-12-20,2.9,18.7,-1.4
1995-12-21,1.6,10.1,-1.4
1995-12-22,3.3,26.3,-1.8
1995-12-23,4.1,18,0.2
1995-12-24,-3.2,25.2,-10
1995-12-25,-5.1,31.3,-13.3
1995-12-26,-4.8,38.9,-13.7
1995-12-27,-1.5,7.9,-4.5
1995-12-28,3.9,36,-1.9
1995-12-29,0.6,32.4,-5.9
1995-12-30,-2.5,41.4,-10.9
1995-12-31,-0.8,31.3,-7.7
1996-01-01,-1.3,11.9,-5.4
1996-01-02,1.8,25.9,-3.7
1996-01-03,-3.4,13.7,-8.3
1996-01-04,-5.8,13.7,-11.3
1996-01-05,1.2,19.1,-3.6
1996-01-06,7.7,19.8,4.5
1996-01-07,6.8,15.5,3.9
1996-01-08,-5.6,20.5,-12.4
1996-01-09,-6.8,16.9,-13.2
1996-01-10,-1.9,20.5,-7.7
1996-01-11,-1,24.5,-7.1
1996-01-12,3.9,24.5,-0.8
1996-01-13,6.5,19.8,3
1996-01-14,8.2,11.5,6.2
1996-01-15,4.9,10.1,2.5
1996-01-16,-0.3,31.7,-7
1996-01-17,-2.7,31.3,-10.1
1996-01-18,-0.4,25.9,-6.5
1996-01-19,2.2,33.5,-3.9
1996-01-20,1.1,28.8,-4.9
1996-01-21,1.6,20.9,-3.3
1996-01-22,2.8,21.6,-1.9
1996-01-23,1.5,33.5,-4.8
1996-01-24,-1.4,19.8,-7
1996-01-25,-2.4,24.5,-8.9
1996-01-26,-4.6,18.7,-10.8
1996-01-27,-3.3,32.4,-11
1996-01-28,1.5,10.8,-1.7
1996-01-29,3.8,25.2,-1
1996-01-30,-2.5,22.3,-8.7
1996-01-31,-3.1,12.6,-7.7
1996-02-01,-5,22.7,-12
1996-02-02,-9.2,24.5,-17.7
1996-02-03,-5.6,16.9,-11.7
1996-02-04,-1.5,22.3,-7.5
1996-02-05,-4,30.6,-11.8
1996-02-06,-6.4,13.7,-12
1996-02-07,-2.9,4.3,-4.5
1996-02-08,1.9,22.3,-3.1
1996-02-09,-4.3,28.1,-11.8
1996-02-10,-5.3,44.3,-14.9
1996-02-11,-1.5,24.1,-7.7
1996-02-12,6.5,26.3,2.3
1996-02-13,,,
1996-02-14,,,
1996-02-15,7.6,16.2,4.8
1996-02-16,1.4,38.5,-5.4
1996-02-17,1.1,16.2,-3.3
1996-02-18,1.7,18.7,-2.9
1996-02-19,-0.7,19.1,-6
1996-02-20,-2.1,33.5,-9.6
1996-02-21,-4.5,33.5,-12.7
1996-02-22,-3.4,13.3,-8.2
1996-02-23,-1,10.8,-4.7
1996-02-24,1.1,15.1,-3.1
1996-02-25,2.4,9.7,-0.4
1996-02-26,1.9,26.3,-3.6
1996-02-27,0.8,18,-3.9
1996-02-28,-0.3,28.8,-6.7
1996-02-29,4.3,19.8,0.2
1996-03-01,3.4,28.8,-1.9
1996-03-02,-0.8,10.8,-4.5
1996-03-03,1,6.5,-1.1
1996-03-04,2,25.2,-3.4
1996-03-05,2,22.3,-3
1996-03-06,,,
1996-03-07,8.5,18,5.7
1996-03-08,3.1,18,-1.1
1996-03-09,2.5,29.9,-3.2
1996-03-10,1.6,27.7,-4.2
1996-03-11,1.7,7.2,-0.5
1996-03-12,0.4,20.5,-4.8
1996-03-13,3.5,20.5,-0.9
1996-03-14,7.6,23.4,4
1996-03-15,5.7,37.1,0.4
1996-03-16,3.6,11.5,0.7
1996-03-17,5.6,10.8,3.2
1996-03-18,2.6,18,-1.7
1996-03-19,1.1,13.3,-2.7
1996-03-20,4.6,14.4,1.4
1996-03-21,7,38.5,2.1
1996-03-22,5.9,11.9,3.4
1996-03-23,5.9,19.8,2.2
1996-03-24,4.6,20.9,0.5
1996-03-25,5.6,13.7,2.7
1996-03-26,7.2,17.3,4.2
1996-03-27,7.9,17.3,5
1996-03-28,7,20.9,3.5
1996-03-29,8.3,21.6,5.1
1996-03-30,8.1,25.2,4.5
1996-03-31,6.8,16.2,3.8
1996-04-01,4.5,25.2,-0.1
1996-04-02,1.7,25.2,-3.7
1996-04-03,0.8,14.4,-3.3
1996-04-04,3.4,11.9,0.3
1996-04-05,5.8,21.6,1.9
1996-04-06,9.7,24.1,6.6
1996-04-07,9.2,12.6,7.3
1996-04-08,8.8,20.5,5.8
1996-04-09,,,
1996-04-10,7.9,15.1,5.3
